,Destination County,Origin State/Region,Origin County,Movers - Estimate,Movers - MOE
215529,Collin,Alabama,Baldwin,14,22
215530,Collin,Alabama,Jefferson,31,36
215531,Collin,Alabama,Madison,15,25
215532,Collin,Alabama,Mobile,117,138
215533,Collin,Alabama,Montgomery,77,61
215534,Collin,Alabama,Shelby,78,82
215535,Collin,Alabama,Tuscaloosa,32,31
215536,Collin,Alaska,Anchorage Munic,23,35
215537,Collin,Alaska,Fairbanks North Star ,48,60
215538,Collin,Arizona,Maricopa,2000,1598
215539,Collin,Arizona,Pima,240,202
215540,Collin,Arizona,Yavapai,43,75
215541,Collin,Arkansas,Benton,37,49
215542,Collin,Arkansas,Carroll,19,29
215543,Collin,Arkansas,Clark,12,19
215544,Collin,Arkansas,Faulkner,17,27
215545,Collin,Arkansas,Hempstead,18,36
215546,Collin,Arkansas,Lonoke,162,163
215547,Collin,Arkansas,Pulaski,20,33
215548,Collin,Arkansas,Union,26,39
215549,Collin,Arkansas,Washington,75,76
215550,Collin,California,Alameda,165,170
215551,Collin,California,Contra Costa,248,221
215552,Collin,California,Glenn,12,18
215553,Collin,California,Kern,49,53
215554,Collin,California,Los Angeles,2067,969
215555,Collin,California,Marin,42,69
215556,Collin,California,Nevada,122,149
215557,Collin,California,Orange,1062,459
215558,Collin,California,Placer,83,80
215559,Collin,California,Sacramento,195,247
215560,Collin,California,San Bernardino,139,143
215561,Collin,California,San Diego,461,317
215562,Collin,California,San Francisco,60,71
215563,Collin,California,San Mateo,25,44
215564,Collin,California,Santa Clara,1003,616
215565,Collin,California,Solano,10,17
215566,Collin,California,Sonoma,5,9
215567,Collin,California,Stanislaus,126,190
215568,Collin,California,Tulare,39,63
215569,Collin,California,Ventura,106,72
215570,Collin,Colorado,Adams,37,58
215571,Collin,Colorado,Arapahoe,122,159
215572,Collin,Colorado,Archuleta,18,28
215573,Collin,Colorado,Boulder,6,10
215574,Collin,Colorado,Denver,173,154
215575,Collin,Colorado,Douglas,25,23
215576,Collin,Colorado,El Paso,114,108
215577,Collin,Colorado,Jefferson,132,179
215578,Collin,Colorado,La Plata,31,45
215579,Collin,Colorado,Larimer,23,34
215580,Collin,Connecticut,Fairfield,37,47
215581,Collin,Connecticut,Hartford,119,117
215582,Collin,Connecticut,Middlesex,48,59
215583,Collin,Connecticut,New London,63,72
215584,Collin,Delaware,New Castle,72,72
215585,Collin,District of Columbia,District of C,36,56
215586,Collin,Florida,Alachua,107,102
215587,Collin,Florida,Broward,577,362
215588,Collin,Florida,Clay,31,48
215589,Collin,Florida,Duval,82,89
215590,Collin,Florida,Escambia,28,27
215591,Collin,Florida,Hillsborough,135,105
215592,Collin,Florida,Lee,10,16
215593,Collin,Florida,Leon,76,98
215594,Collin,Florida,Manatee,21,33
215595,Collin,Florida,Miami-Dade,183,158
215596,Collin,Florida,Orange,476,385
215597,Collin,Florida,Osceola,50,62
215598,Collin,Florida,Palm Beach,62,86
215599,Collin,Florida,Pinellas,34,43
215600,Collin,Florida,St. Johns,56,86
215601,Collin,Florida,St. Lucie,24,36
215602,Collin,Florida,Sarasota,26,40
215603,Collin,Florida,Seminole,50,65
215604,Collin,Florida,Volusia,41,67
215605,Collin,Georgia,Bulloch,23,39
215606,Collin,Georgia,Cherokee,29,35
215607,Collin,Georgia,Cobb,478,536
215608,Collin,Georgia,DeKalb,27,43
215609,Collin,Georgia,Forsyth,30,42
215610,Collin,Georgia,Fulton,85,67
215611,Collin,Georgia,Gwinnett,26,42
215612,Collin,Georgia,Houston,17,28
215613,Collin,Georgia,Spalding,28,46
215614,Collin,Hawaii,Honolulu,114,179
215615,Collin,Hawaii,Maui,34,53
215616,Collin,Idaho,Ada,28,34
215617,Collin,Illinois,Champaign,35,41
215618,Collin,Illinois,Cook,692,414
215619,Collin,Illinois,DuPage,170,156
215620,Collin,Illinois,Effingham,40,45
215621,Collin,Illinois,Kane,36,64
215622,Collin,Illinois,Lake,59,55
215623,Collin,Illinois,McLean,206,222
215624,Collin,Illinois,Mercer,8,20
215625,Collin,Illinois,St. Clair,231,257
215626,Collin,Illinois,Tazewell,50,90
215627,Collin,Illinois,Will,71,61
215628,Collin,Illinois,Williamson,32,56
215629,Collin,Indiana,Elkhart,23,37
215630,Collin,Indiana,Hamilton,54,88
215631,Collin,Indiana,Johnson,74,91
215632,Collin,Indiana,Marion,35,58
215633,Collin,Indiana,Montgomery,8,15
215634,Collin,Indiana,Tippecanoe,78,68
215635,Collin,Indiana,Vigo,16,26
215636,Collin,Indiana,Warrick,37,55
215637,Collin,Iowa,Dallas,34,42
215638,Collin,Iowa,Johnson,9,14
215639,Collin,Iowa,Story,108,140
215640,Collin,Kansas,Douglas,31,29
215641,Collin,Kansas,Geary,5,8
215642,Collin,Kansas,Johnson,403,296
215643,Collin,Kansas,Riley,48,67
215644,Collin,Kansas,Sedgwick,189,156
215645,Collin,Kansas,Wyandotte,53,70
215646,Collin,Kentucky,Boone,107,100
215647,Collin,Kentucky,Fayette,53,41
215648,Collin,Kentucky,Jefferson,91,106
215649,Collin,Kentucky,Kenton,36,43
215650,Collin,Kentucky,McCracken,35,55
215651,Collin,Kentucky,Scott,123,134
215652,Collin,Louisiana,Acadia,6,9
215653,Collin,Louisiana,Bossier,70,81
215654,Collin,Louisiana,Caddo,128,172
215655,Collin,Louisiana,Caldwell,27,50
215656,Collin,Louisiana,De Soto,103,139
215657,Collin,Louisiana,East Baton Rouge,51,41
215658,Collin,Louisiana,Franklin,7,12
215659,Collin,Louisiana,Jefferson,79,75
215660,Collin,Louisiana,Lafayette,25,30
215661,Collin,Louisiana,Ouachita,2,4
215662,Collin,Louisiana,Rapides,267,331
215663,Collin,Louisiana,Tangipahoa,34,40
215664,Collin,Maine,Cumberland,83,119
215665,Collin,Maryland,Baltimore,121,130
215666,Collin,Maryland,Carroll,40,67
215667,Collin,Maryland,Harford,6,10
215668,Collin,Maryland,Howard,22,37
215669,Collin,Maryland,Prince George's,35,41
215670,Collin,Maryland,St. Mary's,37,60
215671,Collin,Massachusetts,Barnstable,28,46
215672,Collin,Massachusetts,Bristol,7,11
215673,Collin,Massachusetts,Hampden,50,82
215674,Collin,Massachusetts,Middlesex,181,250
215675,Collin,Massachusetts,Suffolk,28,33
215676,Collin,Massachusetts,Worcester,30,47
215677,Collin,Michigan,Genesee,18,32
215678,Collin,Michigan,Ingham,14,19
215679,Collin,Michigan,Kent,35,57
215680,Collin,Michigan,Lapeer,31,52
215681,Collin,Michigan,Oakland,74,137
215682,Collin,Michigan,Washtenaw,64,83
215683,Collin,Michigan,Wayne,86,114
215684,Collin,Minnesota,Anoka,27,30
215685,Collin,Minnesota,Blue Earth,18,30
215686,Collin,Minnesota,Dakota,10,17
215687,Collin,Minnesota,Hennepin,180,145
215688,Collin,Minnesota,Itasca,9,14
215689,Collin,Minnesota,Olmsted,9,19
215690,Collin,Minnesota,Scott,2,3
215691,Collin,Minnesota,Washington,90,108
215692,Collin,Mississippi,Bolivar,14,21
215693,Collin,Mississippi,DeSoto,20,31
215694,Collin,Mississippi,Harrison,7,9
215695,Collin,Mississippi,Hinds,23,26
215696,Collin,Mississippi,Lafayette,81,91
215697,Collin,Mississippi,Lowndes,27,34
215698,Collin,Mississippi,Madison,22,26
215699,Collin,Mississippi,Oktibbeha,22,36
215700,Collin,Mississippi,Pike,8,12
215701,Collin,Mississippi,Rankin,22,27
215702,Collin,Mississippi,Stone,28,43
215703,Collin,Mississippi,Sunflower,14,24
215704,Collin,Missouri,Boone,4,8
215705,Collin,Missouri,Clay,29,47
215706,Collin,Missouri,Franklin,23,34
215707,Collin,Missouri,Greene,108,130
215708,Collin,Missouri,Howell,39,63
215709,Collin,Missouri,Jackson,857,682
215710,Collin,Missouri,Jasper,32,39
215711,Collin,Missouri,Johnson,20,32
215712,Collin,Missouri,St. Charles,67,71
215713,Collin,Missouri,St. Louis,90,70
215714,Collin,Missouri,St. Lou,152,186
215715,Collin,Nebraska,Cass,63,97
215716,Collin,Nebraska,Douglas,224,249
215717,Collin,Nebraska,Lancaster,14,27
215718,Collin,Nebraska,Thayer,2,4
215719,Collin,Nevada,Clark,354,202
215720,Collin,Nevada,Washoe,365,245
215721,Collin,New Hampshire,Carroll,131,189
215722,Collin,New Hampshire,Hillsborough,115,125
215723,Collin,New Hampshire,Rockingham,25,39
215724,Collin,New Jersey,Bergen,230,166
215725,Collin,New Jersey,Camden,23,36
215726,Collin,New Jersey,Gloucester,15,27
215727,Collin,New Jersey,Hudson,34,64
215728,Collin,New Jersey,Mercer,36,39
215729,Collin,New Jersey,Middlesex,192,177
215730,Collin,New Jersey,Monmouth,43,70
215731,Collin,New Jersey,Morris,76,118
215732,Collin,New Jersey,Ocean,8,12
215733,Collin,New Jersey,Passaic,110,143
215734,Collin,New Jersey,Somerset,77,81
215735,Collin,New Mexico,Bernalillo,44,51
215736,Collin,New Mexico,Curry,18,28
215737,Collin,New Mexico,Doña Ana,83,94
215738,Collin,New Mexico,San Juan,14,22
215739,Collin,New Mexico,Valencia,42,47
215740,Collin,New York,Albany,20,24
215741,Collin,New York,Erie,119,118
215742,Collin,New York,Herkimer,38,62
215743,Collin,New York,Kings,214,173
215744,Collin,New York,Monroe,81,70
215745,Collin,New York,Nassau,35,53
215746,Collin,New York,New York,149,135
215747,Collin,New York,Ontario,6,9
215748,Collin,New York,Orange,122,142
215749,Collin,New York,Queens,380,283
215750,Collin,New York,Rockland,65,98
215751,Collin,New York,Suffolk,127,128
215752,Collin,New York,Westchester,29,38
215753,Collin,North Carolina,Alamance,11,17
215754,Collin,North Carolina,Durham,61,92
215755,Collin,North Carolina,Forsyth,12,20
215756,Collin,North Carolina,Gaston,11,17
215757,Collin,North Carolina,Guilford,125,137
215758,Collin,North Carolina,Mecklenburg,75,78
215759,Collin,North Carolina,Onslow,105,113
215760,Collin,North Carolina,Orange,102,145
215761,Collin,North Carolina,Wake,160,250
215762,Collin,Ohio,Clermont,37,62
215763,Collin,Ohio,Cuyahoga,22,30
215764,Collin,Ohio,Franklin,453,450
215765,Collin,Ohio,Greene,145,206
215766,Collin,Ohio,Hamilton,29,46
215767,Collin,Ohio,Montgomery,26,47
215768,Collin,Ohio,Ross,41,64
215769,Collin,Ohio,Summit,38,49
215770,Collin,Ohio,Van Wert,40,63
215771,Collin,Ohio,Warren,129,138
215772,Collin,Oklahoma,Bryan,172,152
215773,Collin,Oklahoma,Canadian,58,64
215774,Collin,Oklahoma,Cleveland,167,127
215775,Collin,Oklahoma,Johnston,10,16
215776,Collin,Oklahoma,Logan,36,30
215777,Collin,Oklahoma,Oklahoma,256,125
215778,Collin,Oklahoma,Payne,7,9
215779,Collin,Oklahoma,Stephens,4,6
215780,Collin,Oklahoma,Texas,8,20
215781,Collin,Oklahoma,Tulsa,363,202
215782,Collin,Oklahoma,Washington,23,40
215783,Collin,Oklahoma,Washita,50,59
215784,Collin,Oregon,Clackamas,25,39
215785,Collin,Oregon,Multnomah,154,224
215786,Collin,Oregon,Washington,140,112
215787,Collin,Pennsylvania,Allegheny,14,20
215788,Collin,Pennsylvania,Bucks,47,79
215789,Collin,Pennsylvania,Chester,106,143
215790,Collin,Pennsylvania,Cumberland,18,29
215791,Collin,Pennsylvania,Delaware,17,45
215792,Collin,Pennsylvania,Erie,124,96
215793,Collin,Pennsylvania,Franklin,19,30
215794,Collin,Pennsylvania,McKean,25,27
215795,Collin,Pennsylvania,Montgomery,8,13
215796,Collin,Pennsylvania,Philadelphia,12,19
215797,Collin,Pennsylvania,Westmoreland,11,17
215798,Collin,Rhode Island,Providence,50,83
215799,Collin,South Carolina,Anderson,47,69
215800,Collin,South Carolina,Horry,69,120
215801,Collin,South Carolina,Lexington,44,68
215802,Collin,South Carolina,Oconee,35,59
215803,Collin,South Carolina,Richland,32,50
215804,Collin,South Carolina,Spartanburg,8,14
215805,Collin,South Carolina,Sumter,50,74
215806,Collin,Tennessee,Anderson,10,16
215807,Collin,Tennessee,Davidson,36,60
215808,Collin,Tennessee,Hamilton,51,73
215809,Collin,Tennessee,Knox,5,8
215810,Collin,Tennessee,Montgomery,46,69
215811,Collin,Tennessee,Sevier,29,47
215812,Collin,Tennessee,Shelby,218,251
215813,Collin,Tennessee,Williamson,10,15
215814,Collin,Texas,Andrews,17,33
215815,Collin,Texas,Angelina,271,232
215816,Collin,Texas,Austin,3,5
215817,Collin,Texas,Bastrop,28,46
215818,Collin,Texas,Bell,78,71
215819,Collin,Texas,Bexar,1362,411
215820,Collin,Texas,Bosque,4,6
215821,Collin,Texas,Bowie,458,323
215822,Collin,Texas,Brazoria,138,138
215823,Collin,Texas,Brazos,544,238
215824,Collin,Texas,Brewster,17,32
215825,Collin,Texas,Calhoun,22,40
215826,Collin,Texas,Cameron,1109,571
215827,Collin,Texas,Carson,19,32
215828,Collin,Texas,Chambers,14,24
215829,Collin,Texas,Cherokee,38,40
215830,Collin,Texas,Childress,18,29
215831,Collin,Texas,Clay,49,50
215832,Collin,Texas,Coleman,3,8
215833,Collin,Texas,Comal,8,8
215834,Collin,Texas,Cooke,62,68
215835,Collin,Texas,Coryell,104,171
215836,Collin,Texas,Dallas,18851,1674
215837,Collin,Texas,Delta,40,62
215838,Collin,Texas,Denton,9607,1325
215839,Collin,Texas,Dimmit,7,11
215840,Collin,Texas,Donley,14,25
215841,Collin,Texas,Ector,266,239
215842,Collin,Texas,Ellis,311,225
215843,Collin,Texas,El Paso,633,443
215844,Collin,Texas,Erath,13,17
215845,Collin,Texas,Fannin,136,109
215846,Collin,Texas,Fort Bend,335,190
215847,Collin,Texas,Galveston,40,45
215848,Collin,Texas,Gray,62,68
215849,Collin,Texas,Grayson,443,297
215850,Collin,Texas,Gregg,2,4
215851,Collin,Texas,Grimes,101,172
215852,Collin,Texas,Guadalupe,52,77
215853,Collin,Texas,Hamilton,15,22
215854,Collin,Texas,Harris,1501,483
215855,Collin,Texas,Harrison,2,5
215856,Collin,Texas,Hays,187,142
215857,Collin,Texas,Henderson,13,17
215858,Collin,Texas,Hidalgo,18,23
215859,Collin,Texas,Hill,5,7
215860,Collin,Texas,Hopkins,1,4
215861,Collin,Texas,Howard,5,14
215862,Collin,Texas,Hunt,200,137
215863,Collin,Texas,Jefferson,106,79
215864,Collin,Texas,Johnson,127,141
215865,Collin,Texas,Kaufman,340,140
215866,Collin,Texas,Kerr,1,3
215867,Collin,Texas,Kleberg,66,101
215868,Collin,Texas,Lamar,23,36
215869,Collin,Texas,Liberty,3,4
215870,Collin,Texas,Lubbock,555,338
215871,Collin,Texas,McLennan,164,106
215872,Collin,Texas,Midland,136,105
215873,Collin,Texas,Montgomery,156,92
215874,Collin,Texas,Moore,144,197
215875,Collin,Texas,Morris,7,12
215876,Collin,Texas,Nacogdoches,100,84
215877,Collin,Texas,Nueces,109,99
215878,Collin,Texas,Ochiltree,68,110
215879,Collin,Texas,Palo Pinto,5,9
215880,Collin,Texas,Parker,33,42
215881,Collin,Texas,Potter,22,26
215882,Collin,Texas,Randall,152,131
215883,Collin,Texas,Rockwall,412,221
215884,Collin,Texas,Scurry,7,11
215885,Collin,Texas,Smith,241,173
215886,Collin,Texas,Somervell,21,39
215887,Collin,Texas,Stonewall,5,10
215888,Collin,Texas,Tarrant,2329,594
215889,Collin,Texas,Taylor,392,323
215890,Collin,Texas,Titus,25,41
215891,Collin,Texas,Tom Green,146,117
215892,Collin,Texas,Travis,866,288
215893,Collin,Texas,Upshur,43,40
215894,Collin,Texas,Val Verde,13,25
215895,Collin,Texas,Van Zandt,2,3
215896,Collin,Texas,Victoria,29,48
215897,Collin,Texas,Walker,1,4
215898,Collin,Texas,Wharton,34,41
215899,Collin,Texas,Wichita,71,60
215900,Collin,Texas,Wilbarger,73,75
215901,Collin,Texas,Williamson,688,548
215902,Collin,Texas,Wise,3,7
215903,Collin,Texas,Wood,112,82
215904,Collin,Utah,Cache,31,47
215905,Collin,Utah,Salt Lake,437,296
215906,Collin,Utah,Utah,11,18
215907,Collin,Utah,Weber,20,32
215908,Collin,Virginia,Arlington,12,18
215909,Collin,Virginia,Caroline,44,75
215910,Collin,Virginia,Fairfax,260,173
215911,Collin,Virginia,Hanover,47,55
215912,Collin,Virginia,Loudoun,218,177
215913,Collin,Virginia,Prince William,14,21
215914,Collin,Virginia,Alexandr,6,10
215915,Collin,Virginia,Chesapea,9,17
215916,Collin,Virginia,Hampt,2,4
215917,Collin,Virginia,Newport Ne,8,12
215918,Collin,Virginia,Roano,8,13
215919,Collin,Virginia,Virginia Bea,19,31
215920,Collin,Washington,Island,8,17
215921,Collin,Washington,King,341,251
215922,Collin,Washington,Pierce,61,70
215923,Collin,West Virginia,Logan,12,21
215924,Collin,West Virginia,Upshur,33,53
215925,Collin,Wisconsin,Dane,60,95
215926,Collin,Wisconsin,Milwaukee,43,45
215927,Collin,Wisconsin,Outagamie,29,34
215928,Collin,Wisconsin,Racine,14,22
215929,Collin,Wisconsin,Washington,13,22
215930,Collin,Wisconsin,Waukesha,34,56
215931,Collin,Puerto Rico,Aibonito Mu,34,56
215932,Collin,Puerto Rico,Isabela Mu,32,48
215933,Collin,Puerto Rico,Ponce Mu,122,149
215934,Collin,Africa,,773,523
215935,Collin,Asia,,6070,916
215936,Collin,Central America,,1507,787
215937,Collin,Caribbean,,53,65
215938,Collin,Europe,,612,259
215939,Collin,U.S. Island Areas,,21,40
215940,Collin,Northern America,,159,113
215941,Collin,South America,,880,506
216525,Dallas,Alabama,Baldwin,35,43
216526,Dallas,Alabama,Franklin,9,17
216527,Dallas,Alabama,Jefferson,65,62
216528,Dallas,Alabama,Lee,36,41
216529,Dallas,Alabama,Madison,40,52
216530,Dallas,Alabama,Mobile,12,20
216531,Dallas,Alabama,Montgomery,18,25
216532,Dallas,Alabama,Pike,22,33
216533,Dallas,Alabama,Tuscaloosa,52,44
216534,Dallas,Alabama,Washington,30,39
216535,Dallas,Alaska,Anchorage Munic,97,86
216536,Dallas,Alaska,Fairbanks North Star ,3,7
216537,Dallas,Alaska,Matanuska-Susitna ,55,68
216538,Dallas,Arizona,Cochise,14,21
216539,Dallas,Arizona,Coconino,66,67
216540,Dallas,Arizona,Maricopa,1074,328
216541,Dallas,Arizona,Mohave,13,23
216542,Dallas,Arizona,Pima,29,48
216543,Dallas,Arizona,Pinal,8,12
216544,Dallas,Arizona,Yavapai,25,29
216545,Dallas,Arkansas,Ashley,20,31
216546,Dallas,Arkansas,Benton,272,159
216547,Dallas,Arkansas,Carroll,12,18
216548,Dallas,Arkansas,Chicot,20,25
216549,Dallas,Arkansas,Clark,8,15
216550,Dallas,Arkansas,Columbia,21,34
216551,Dallas,Arkansas,Craighead,194,277
216552,Dallas,Arkansas,Crawford,27,49
216553,Dallas,Arkansas,Faulkner,97,121
216554,Dallas,Arkansas,Franklin,16,26
216555,Dallas,Arkansas,Garland,14,22
216556,Dallas,Arkansas,Jefferson,77,109
216557,Dallas,Arkansas,Miller,29,37
216558,Dallas,Arkansas,Ouachita,232,193
216559,Dallas,Arkansas,Pulaski,270,149
216560,Dallas,Arkansas,Sebastian,49,47
216561,Dallas,Arkansas,Union,12,21
216562,Dallas,Arkansas,Washington,204,132
216563,Dallas,California,Alameda,653,296
216564,Dallas,California,Amador,13,20
216565,Dallas,California,Butte,10,16
216566,Dallas,California,Contra Costa,192,149
216567,Dallas,California,Humboldt,14,17
216568,Dallas,California,Los Angeles,2162,550
216569,Dallas,California,Madera,38,56
216570,Dallas,California,Monterey,65,121
216571,Dallas,California,Orange,1197,492
216572,Dallas,California,Placer,26,42
216573,Dallas,California,Riverside,122,92
216574,Dallas,California,Sacramento,100,51
216575,Dallas,California,San Bernardino,84,76
216576,Dallas,California,San Diego,558,276
216577,Dallas,California,San Francisco,436,182
216578,Dallas,California,San Joaquin,129,119
216579,Dallas,California,San Luis Obispo,55,50
216580,Dallas,California,San Mateo,161,97
216581,Dallas,California,Santa Barbara,110,110
216582,Dallas,California,Santa Clara,630,457
216583,Dallas,California,Santa Cruz,27,33
216584,Dallas,California,Solano,4,7
216585,Dallas,California,Sonoma,195,217
216586,Dallas,California,Stanislaus,10,15
216587,Dallas,California,Ventura,280,269
216588,Dallas,Colorado,Adams,103,136
216589,Dallas,Colorado,Arapahoe,233,297
216590,Dallas,Colorado,Boulder,77,50
216591,Dallas,Colorado,Broomfield,64,83
216592,Dallas,Colorado,Clear Creek,2,8
216593,Dallas,Colorado,Delta,5,10
216594,Dallas,Colorado,Denver,515,219
216595,Dallas,Colorado,El Paso,162,112
216596,Dallas,Colorado,Garfield,10,18
216597,Dallas,Colorado,Gunnison,9,15
216598,Dallas,Colorado,Jefferson,105,92
216599,Dallas,Colorado,Larimer,12,20
216600,Dallas,Colorado,Pueblo,8,18
216601,Dallas,Colorado,Teller,17,27
216602,Dallas,Colorado,Weld,79,79
216603,Dallas,Connecticut,Fairfield,70,45
216604,Dallas,Connecticut,Hartford,80,81
216605,Dallas,Connecticut,New Haven,15,20
216606,Dallas,Connecticut,Tolland,29,47
216607,Dallas,Delaware,Kent,13,23
216608,Dallas,Delaware,Sussex,14,21
216609,Dallas,District of Columbia,District of C,141,77
216610,Dallas,Florida,Alachua,51,48
216611,Dallas,Florida,Bay,33,37
216612,Dallas,Florida,Brevard,45,50
216613,Dallas,Florida,Broward,328,129
216614,Dallas,Florida,Duval,241,174
216615,Dallas,Florida,Escambia,39,46
216616,Dallas,Florida,Flagler,19,30
216617,Dallas,Florida,Hillsborough,79,46
216618,Dallas,Florida,Indian River,18,31
216619,Dallas,Florida,Jackson,11,19
216620,Dallas,Florida,Lee,28,34
216621,Dallas,Florida,Leon,21,23
216622,Dallas,Florida,Marion,8,15
216623,Dallas,Florida,Martin,49,47
216624,Dallas,Florida,Miami-Dade,480,218
216625,Dallas,Florida,Okaloosa,115,71
216626,Dallas,Florida,Orange,215,117
216627,Dallas,Florida,Palm Beach,206,158
216628,Dallas,Florida,Pasco,83,61
216629,Dallas,Florida,Pinellas,94,84
216630,Dallas,Florida,Polk,14,20
216631,Dallas,Florida,St. Johns,19,22
216632,Dallas,Florida,Sarasota,7,14
216633,Dallas,Florida,Seminole,17,21
216634,Dallas,Florida,Volusia,31,36
216635,Dallas,Georgia,Atkinson,51,81
216636,Dallas,Georgia,Bibb,15,23
216637,Dallas,Georgia,Bulloch,16,24
216638,Dallas,Georgia,Cherokee,122,195
216639,Dallas,Georgia,Clarke,10,13
216640,Dallas,Georgia,Cobb,75,58
216641,Dallas,Georgia,Columbia,100,104
216642,Dallas,Georgia,DeKalb,125,93
216643,Dallas,Georgia,Douglas,8,13
216644,Dallas,Georgia,Fayette,13,20
216645,Dallas,Georgia,Forsyth,17,28
216646,Dallas,Georgia,Fulton,533,222
216647,Dallas,Georgia,Gwinnett,62,57
216648,Dallas,Georgia,Muscogee,16,37
216649,Dallas,Hawaii,Hawaii,19,28
216650,Dallas,Hawaii,Honolulu,59,60
216651,Dallas,Idaho,Ada,39,44
216652,Dallas,Idaho,Canyon,8,16
216653,Dallas,Idaho,Minidoka,10,15
216654,Dallas,Illinois,Boone,381,524
216655,Dallas,Illinois,Clinton,24,39
216656,Dallas,Illinois,Cook,1175,297
216657,Dallas,Illinois,DuPage,270,132
216658,Dallas,Illinois,Kane,98,86
216659,Dallas,Illinois,Lake,59,60
216660,Dallas,Illinois,Lawrence,20,31
216661,Dallas,Illinois,Madison,13,19
216662,Dallas,Illinois,Peoria,11,16
216663,Dallas,Illinois,Sangamon,13,19
216664,Dallas,Illinois,Vermilion,44,72
216665,Dallas,Illinois,Will,23,38
216666,Dallas,Illinois,Winnebago,11,17
216667,Dallas,Indiana,Allen,182,239
216668,Dallas,Indiana,Hamilton,42,51
216669,Dallas,Indiana,Hendricks,10,16
216670,Dallas,Indiana,Jackson,36,48
216671,Dallas,Indiana,LaGrange,67,91
216672,Dallas,Indiana,Lake,328,209
216673,Dallas,Indiana,Marion,182,212
216674,Dallas,Indiana,Monroe,56,60
216675,Dallas,Indiana,Porter,56,63
216676,Dallas,Indiana,St. Joseph,32,46
216677,Dallas,Indiana,Vanderburgh,64,98
216678,Dallas,Indiana,Wayne,14,21
216679,Dallas,Iowa,Clay,27,45
216680,Dallas,Iowa,Des Moines,48,74
216681,Dallas,Iowa,Dubuque,20,35
216682,Dallas,Iowa,Jefferson,109,110
216683,Dallas,Iowa,Johnson,233,203
216684,Dallas,Iowa,Linn,16,16
216685,Dallas,Iowa,Polk,45,52
216686,Dallas,Iowa,Shelby,13,21
216687,Dallas,Iowa,Woodbury,16,23
216688,Dallas,Kansas,Barton,208,213
216689,Dallas,Kansas,Butler,15,23
216690,Dallas,Kansas,Douglas,399,276
216691,Dallas,Kansas,Finney,1,23
216692,Dallas,Kansas,Grant,37,60
216693,Dallas,Kansas,Harvey,13,22
216694,Dallas,Kansas,Johnson,144,76
216695,Dallas,Kansas,McPherson,41,66
216696,Dallas,Kansas,Rice,26,42
216697,Dallas,Kansas,Riley,41,40
216698,Dallas,Kansas,Sedgwick,250,150
216699,Dallas,Kentucky,Boone,15,22
216700,Dallas,Kentucky,Fayette,111,73
216701,Dallas,Kentucky,Jefferson,63,60
216702,Dallas,Kentucky,Jessamine,13,21
216703,Dallas,Louisiana,Bossier,188,127
216704,Dallas,Louisiana,Caddo,526,260
216705,Dallas,Louisiana,Calcasieu,23,35
216706,Dallas,Louisiana,East Baton Rouge,328,191
216707,Dallas,Louisiana,Jefferson,90,96
216708,Dallas,Louisiana,Lafayette,161,150
216709,Dallas,Louisiana,Lincoln,34,35
216710,Dallas,Louisiana,Natchitoches,3,6
216711,Dallas,Louisiana,Orleans,379,248
216712,Dallas,Louisiana,Ouachita,272,167
216713,Dallas,Louisiana,Rapides,38,48
216714,Dallas,Louisiana,St. Tammany,14,26
216715,Dallas,Maine,Hancock,22,34
216716,Dallas,Maryland,Baltimore,10,17
216717,Dallas,Maryland,Carroll,19,30
216718,Dallas,Maryland,Charles,24,39
216719,Dallas,Maryland,Howard,76,87
216720,Dallas,Maryland,Kent,12,18
216721,Dallas,Maryland,Montgomery,91,95
216722,Dallas,Maryland,Prince George's,278,206
216723,Dallas,Maryland,Queen Anne's,26,43
216724,Dallas,Maryland,Wicomico,13,21
216725,Dallas,Maryland,Baltimo,102,95
216726,Dallas,Massachusetts,Barnstable,38,58
216727,Dallas,Massachusetts,Bristol,120,192
216728,Dallas,Massachusetts,Hampden,10,15
216729,Dallas,Massachusetts,Middlesex,193,170
216730,Dallas,Massachusetts,Norfolk,273,197
216731,Dallas,Massachusetts,Suffolk,172,104
216732,Dallas,Massachusetts,Worcester,111,90
216733,Dallas,Michigan,Kalamazoo,27,32
216734,Dallas,Michigan,Kent,215,205
216735,Dallas,Michigan,Livingston,5,8
216736,Dallas,Michigan,Macomb,62,89
216737,Dallas,Michigan,Midland,28,45
216738,Dallas,Michigan,Oakland,107,82
216739,Dallas,Michigan,Saginaw,45,60
216740,Dallas,Michigan,Washtenaw,67,79
216741,Dallas,Michigan,Wayne,98,72
216742,Dallas,Minnesota,Anoka,74,87
216743,Dallas,Minnesota,Benton,7,10
216744,Dallas,Minnesota,Carver,41,50
216745,Dallas,Minnesota,Dakota,18,29
216746,Dallas,Minnesota,Goodhue,15,25
216747,Dallas,Minnesota,Hennepin,73,63
216748,Dallas,Minnesota,Olmsted,29,23
216749,Dallas,Minnesota,Ramsey,34,31
216750,Dallas,Minnesota,St. Louis,10,15
216751,Dallas,Minnesota,Waseca,11,17
216752,Dallas,Minnesota,Washington,46,63
216753,Dallas,Minnesota,Winona,5,7
216754,Dallas,Mississippi,Coahoma,41,65
216755,Dallas,Mississippi,DeSoto,16,26
216756,Dallas,Mississippi,Forrest,114,151
216757,Dallas,Mississippi,Grenada,193,207
216758,Dallas,Mississippi,Hancock,30,49
